brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,horsepower,litres,cylinders,reselling_time,registration_date,reselling_date
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,32936,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,90000,563.0,5.5,8.0,9.0,2023-07-14,2023-07-23
BMW,M4 Base,2017,30450,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999,425.0,3.0,6.0,8.0,2023-04-24,2023-05-02
Jeep,Wrangler Sport,2017,38200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,29500,285.0,3.6,6.0,8.0,2023-03-08,2023-03-16
Jeep,Wrangler Sport,2020,26315,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Black,None reported,Yes,31871,278.0,2.0,4.0,4.0,2023-04-22,2023-04-26
Chevrolet,Silverado 1500 LS,2003,110000,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,8900,270.0,4.8,8.0,25.0,2023-07-31,2023-08-25
MINI,Hardtop Cooper,2014,19700,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,13500,189.0,2.0,4.0,25.0,2023-06-14,2023-07-09
Honda,Element EX,2008,192000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,11000,166.0,2.4,4.0,79.0,2023-01-26,2023-04-15
Porsche,911 Carrera 4S,2017,26000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,116911,420.0,3.0,6.0,,2023-08-29,
Subaru,Impreza Outback Sport Wagon,2008,98313,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,7495,170.0,2.5,4.0,96.0,2023-05-16,2023-08-20
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,28500,310.0,3.6,6.0,,2023-10-01,
Nissan,Kicks S,2022,19877,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Red,Beige,None reported,No,18999,228.0,1.6,4.0,76.0,2023-03-13,2023-05-28
Kia,Seltos S,2021,16100,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,25500,146.0,2.0,4.0,,2023-08-29,
GMC,Yukon SLE,2016,83858,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27633,355.0,5.3,8.0,,2023-10-06,
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56000,255.0,2.0,4.0,34.0,2023-01-31,2023-03-06
Ford,Explorer XLT,2020,42609,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,32107,204.0,2.3,4.0,18.0,2023-03-01,2023-03-19
Subaru,Impreza 2.0i Premium,2017,160000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,7750,152.0,2.0,4.0,54.0,2023-04-23,2023-06-16
INFINITI,QX80 Base,2017,121525,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500,400.0,5.6,8.0,80.0,2023-07-11,2023-09-29
Pontiac,Solstice Base,2007,62310,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,12900,177.0,2.4,4.0,72.0,2023-04-20,2023-07-01
Mazda,Mazda6 Carbon Edition,2021,21444,Gasoline,2.5L I4 16V,6-Speed Automatic,Blue,Red,None reported,Yes,29995,244.0,2.5,4.0,70.0,2023-06-10,2023-08-19
Ford,Transit-350 Base,2015,112000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,29500,310.0,3.5,6.0,92.0,2023-02-26,2023-05-29
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,60000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,16500,344.0,3.8,6.0,,2023-10-04,
Dodge,Dart SE,2013,153250,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4399,160.0,1.4,4.0,66.0,2023-05-04,2023-07-09
Jeep,Wrangler Unlimited Sahara,2019,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39900,285.0,3.6,6.0,,2023-08-23,
Chevrolet,Tahoe LTZ,2011,140401,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,16000,320.0,5.3,8.0,96.0,2023-05-14,2023-08-18
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,89000,490.0,6.2,8.0,73.0,2023-01-01,2023-03-15
Audi,A4 2.0T Premium,2013,96800,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,11000,211.0,2.0,4.0,88.0,2023-01-06,2023-04-04
Cadillac,CTS Performance,2014,34988,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,21500,318.0,3.6,6.0,50.0,2023-01-25,2023-03-16
Nissan,Frontier SV,2012,65750,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,15995,261.0,4.0,6.0,53.0,2023-05-17,2023-07-09
Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver,Brown,None reported,Yes,43860,282.0,6.2,8.0,18.0,2023-04-21,2023-05-09
Lincoln,MKT Base,2016,140200,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10500,303.0,3.7,6.0,50.0,2023-06-29,2023-08-18
Chevrolet,Cruze LT Automatic,2016,122971,Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,Blue,Black,At least 1 accident or damage reported,Yes,12999,282.0,1.4,4.0,75.0,2023-02-17,2023-05-03
Nissan,Xterra S,2008,227010,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,3850,261.0,4.0,6.0,,2023-06-30,
Ford,F-150 Lariat SuperCrew,2004,271000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,9500,300.0,5.4,8.0,,2023-06-17,
Dodge,Ram 2500 Quad Cab,2001,171079,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,27500,245.0,5.9,6.0,,2023-01-27,
Chevrolet,Colorado ZR2,2021,24915,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver,Black,None reported,No,44791,274.0,3.6,6.0,,2023-05-15,
Nissan,Kicks S,2022,15577,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Green,–,None reported,No,19599,304.0,1.6,4.0,210.0,2023-01-09,2023-08-07
Audi,S4 3.0T Premium Plus,2014,102370,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21373,333.0,3.0,6.0,159.0,2023-01-13,2023-06-21
Mercedes-Benz,C-Class C 250 Luxury,2012,122000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,–,None reported,Yes,15000,201.0,1.8,4.0,98.0,2023-02-24,2023-06-02
FIAT,500X Trekking Plus,2016,48500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,15999,180.0,2.4,4.0,,2023-10-12,
Ford,F-150 XLT,2018,53500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31500,325.0,2.7,6.0,49.0,2023-08-11,2023-09-29
Ford,F-250 XL Crew Cab Super Duty,2004,315000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,9200,325.0,6.0,8.0,,2023-09-01,
Ford,E350 Super Duty Base,2006,158000,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500,305.0,6.8,10.0,,2023-05-30,
Kia,Sorento SXL,2019,43850,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,30000,290.0,3.3,6.0,,2023-09-07,
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,73500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,19000,241.0,2.0,4.0,,2023-08-25,
Nissan,Altima 2.5 SL,2014,153350,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000,182.0,2.5,4.0,,2023-04-22,
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,74000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,25500,184.0,2.0,4.0,,2023-07-09,
BMW,328 i xDrive,2013,52000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,17500,240.0,2.0,4.0,,2023-09-08,
Nissan,Pathfinder S,2017,145000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500,284.0,3.5,6.0,,2023-08-24,
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500,260.0,2.4,4.0,84.0,2023-04-02,2023-06-25
Ford,E350 Super Duty XLT,2010,248000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,14000,255.0,5.4,8.0,,2023-09-11,
BMW,M3 CS,2018,38000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,60500,453.0,3.0,6.0,121.0,2023-04-08,2023-08-07
Acura,TLX V6 Advance,2016,128000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19500,290.0,3.5,6.0,,2023-06-30,
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,6.2L V8 16V GDI OHV,Automatic,Blue,Black,None reported,No,68990,205.0,6.2,8.0,,2023-07-09,
Jeep,Wrangler SE,1999,137790,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,–,None reported,Yes,12000,120.0,2.5,4.0,146.0,2023-05-05,2023-09-28
Ford,Edge Sport,2016,92000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,19995,315.0,2.7,6.0,,2023-06-27,
Porsche,911 Carrera Cabriolet,2001,21450,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,36000,300.0,3.4,6.0,80.0,2023-02-17,2023-05-08
Nissan,Murano SL,2021,43875,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,White,Brown,At least 1 accident or damage reported,No,29725,328.0,3.5,6.0,,2023-08-05,
Pontiac,G8 GT,2009,81327,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17500,355.0,6.0,8.0,61.0,2023-04-13,2023-06-13
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,41000,255.0,2.0,4.0,67.0,2023-08-03,2023-10-09
Jeep,Commander Sport,2007,161900,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4800,235.0,4.7,8.0,62.0,2023-07-28,2023-09-28
Audi,A5 45 S line Premium Plus,2022,24500,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,47000,261.0,2.0,4.0,,2023-09-13,
BMW,M550 i xDrive,2018,14993,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900,456.0,4.4,8.0,62.0,2023-01-28,2023-03-31
Volkswagen,Jetta 1.4T R-Line,2019,96000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14980,147.0,1.4,4.0,66.0,2023-07-21,2023-09-25
Cadillac,CTS 2.0L Turbo Luxury,2019,35566,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26000,265.0,2.0,4.0,60.0,2023-07-30,2023-09-28
Lexus,IS-F Base,2008,113000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,34000,416.0,5.0,8.0,,2023-10-16,
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000,300.0,2.3,4.0,40.0,2023-06-16,2023-07-26
Porsche,911 Turbo Cabriolet,2008,10900,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,129000,480.0,3.6,6.0,41.0,2023-02-18,2023-03-31
Buick,LaCrosse Leather,2012,19079,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gray,Beige,None reported,Yes,15995,182.0,2.4,4.0,40.0,2023-09-03,2023-10-13
Mazda,RX-8 Sport,2008,155500,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,6800,212.0,1.3,6.0,67.0,2023-04-04,2023-06-10
Ford,Mustang GT Premium,2019,35500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,32300,460.0,5.0,8.0,67.0,2023-07-23,2023-09-28
Mazda,Mazda6 Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Yes,25215,304.0,2.5,4.0,45.0,2023-02-17,2023-04-03
Ford,Ranger Edge SuperCab,2004,110000,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500,148.0,3.0,6.0,,2023-09-28,
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,59250,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999,220.0,2.0,4.0,67.0,2023-06-09,2023-08-15
Ford,Thunderbird Deluxe,2004,39000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,Unknown,No,22000,280.0,3.9,8.0,66.0,2023-04-08,2023-06-13
Hummer,H2 Base,2008,155000,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,37000,393.0,6.2,8.0,68.0,2023-02-20,2023-04-29
BMW,X5 sDrive35i,2017,39250,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,28900,300.0,3.0,6.0,68.0,2023-05-05,2023-07-12
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Blue,Beige,None reported,Yes,37998,219.0,2.0,4.0,,2023-09-30,
Hyundai,Accent GLS,2014,127941,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500,138.0,1.6,4.0,,2023-09-18,
RAM,1500 Big Horn,2014,124000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24850,395.0,5.7,8.0,,2023-07-24,
MINI,Countryman Cooper S ALL4,2014,70700,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15750,181.0,1.6,4.0,,2023-10-03,
Cadillac,Escalade Premium,2013,113395,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,18800,403.0,6.2,8.0,,2023-08-16,
Mercedes-Benz,GLE 350 GLE 350,2022,18815,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,No,61998,336.0,2.0,7.0,,2023-10-01,
Toyota,4Runner Limited,2014,65000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,27999,270.0,4.0,6.0,58.0,2023-01-12,2023-03-11
Audi,A8 L 55,2019,23350,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,48000,335.0,3.0,6.0,31.0,2023-05-23,2023-06-23
Lexus,ES 350 Base,2019,39000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,34000,302.0,3.5,6.0,31.0,2023-07-10,2023-08-10
Toyota,4Runner Limited Nightshade,2019,48842,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,39857,202.0,4.0,6.0,27.0,2023-05-24,2023-06-20
FIAT,500 Sport,2015,47800,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500,101.0,1.4,4.0,7.0,2023-07-27,2023-08-03
Ford,Maverick XLT,2022,52000,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,28000,191.0,2.5,4.0,7.0,2023-07-24,2023-07-31
Ford,Mustang GT,2006,16000,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,22000,300.0,4.6,8.0,5.0,2023-07-25,2023-07-30
Jeep,Grand Cherokee Limited,2015,157000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,17000,290.0,3.6,6.0,46.0,2023-08-08,2023-09-23
Jeep,Compass Sport,2010,179700,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,4500,172.0,2.4,4.0,,2023-08-17,
Lexus,LS 430 Base,2006,170000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500,278.0,4.3,8.0,139.0,2023-03-26,2023-08-12
Ford,F-250 King Ranch,2021,93400,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Brown,Unknown,No,69995,475.0,6.7,8.0,,2023-09-27,
BMW,X5 xDrive50i,2011,110000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,12000,400.0,4.4,8.0,,2023-09-29,
Porsche,911 Carrera,2016,22500,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,78000,350.0,3.4,6.0,,2023-06-09,
Ford,Focus ST Base,2013,20800,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,19795,252.0,2.0,4.0,94.0,2023-06-21,2023-09-23
Lexus,ES 300h Base,2018,100868,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,23400,200.0,2.5,4.0,65.0,2023-01-06,2023-03-12
Volkswagen,CC Sport,2012,131986,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,9000,200.0,2.0,4.0,,2023-10-11,
Volkswagen,Golf SportWagen TSI S 4-Door,2016,127770,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,13800,170.0,1.8,4.0,,2023-08-25,
Porsche,911 Carrera S,2013,56985,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,65900,400.0,3.8,6.0,81.0,2023-03-30,2023-06-19
Toyota,Prius Plug-in Base,2014,106000,Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Green,Beige,At least 1 accident or damage reported,Yes,11800,134.0,1.8,4.0,98.0,2023-07-10,2023-10-16
Ford,F-250 XLT,2019,92671,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,50000,450.0,6.7,8.0,,2023-10-07,
Mercedes-Benz,S-Class S 560 4MATIC,2019,49500,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,55900,463.0,4.0,8.0,95.0,2023-07-07,2023-10-10
Porsche,911 Carrera,2020,16741,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500,379.0,3.0,6.0,,2023-09-18,
Ford,Mustang GT,2011,133504,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23500,412.0,5.0,8.0,69.0,2023-05-04,2023-07-12
Cadillac,CTS 2.0L Turbo Luxury,2019,20296,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Green,Black,None reported,No,30599,338.0,2.0,4.0,67.0,2023-07-28,2023-10-03
Volkswagen,Jetta 1.4T R-Line,2019,55234,Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,–,None reported,No,19290,264.0,1.4,4.0,49.0,2023-08-12,2023-09-30
Jeep,Wrangler X,2005,162482,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Gray,None reported,Yes,11000,190.0,4.0,6.0,77.0,2023-03-21,2023-06-06
Lincoln,LS V8,2002,42000,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,11000,252.0,3.9,8.0,78.0,2023-05-30,2023-08-16
Mercedes-Benz,C-Class C55 AMG Sport,2006,98300,Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15900,362.0,5.4,8.0,,2023-09-14,
Audi,S6 4.0T Prestige,2013,53900,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,Unknown,No,27450,420.0,4.0,8.0,62.0,2023-04-11,2023-06-12
BMW,335 i xDrive,2013,82849,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,19999,300.0,3.0,6.0,71.0,2023-01-28,2023-04-09
Porsche,911 Carrera 4S Cabriolet,2009,25500,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,79995,385.0,3.8,6.0,,2023-10-16,
Kia,Forte LXS,2020,53452,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995,147.0,2.0,4.0,28.0,2023-01-31,2023-02-28
Chevrolet,Corvette Base,2004,40011,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,23500,350.0,5.7,8.0,27.0,2023-01-09,2023-02-05
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20900,240.0,2.0,4.0,11.0,2023-08-22,2023-09-02
RAM,1500 Laramie,2022,15741,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Green,Black,None reported,No,45999,260.0,5.7,8.0,10.0,2023-05-10,2023-05-20
Ford,F-250 XL,2020,36000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,44000,385.0,6.2,8.0,2.0,2023-05-24,2023-05-26
BMW,X5 xDrive35i,2013,69750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,15999,300.0,3.0,6.0,6.0,2023-01-21,2023-01-27
Mercedes-Benz,C-Class C 300 4MATIC,2021,19162,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,38500,255.0,2.0,4.0,7.0,2023-08-07,2023-08-14
Ford,Explorer XLT,2020,17000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,21000,300.0,2.3,4.0,9.0,2023-07-09,2023-07-18
Audi,A6 55 Premium,2019,10832,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,42500,335.0,3.0,6.0,9.0,2023-07-23,2023-08-01
Toyota,Matrix XR,2004,173452,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,4000,130.0,1.8,4.0,57.0,2023-04-18,2023-06-14
